Timeline,Start time,Duration,Row,Instance number,<flag>.,<flag>Keep,Corner Taken,Event,Foul and Card Events,Half,Pass,Player,Team,Zone,✅,🔸[DSP],🔸[OP] --> 🔹[IP],🔸[OP] Box Defence,🔸[OP] Restart Phase,🔸[OP] Zonal Defence,🔹[IP] Progression Phase,🔹[IP] Restart Phase,🔹[IP]--> 🔸[OP],🔹[OSP],Ungrouped,Notes,Flags
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,20.333601642574195,"🔹[I1a] GK Restart(OS, spare-man)✅",0,,,,,,,,,,,,,,,,,,"Short, Spare Man (vMFM)",,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,20.5,"🔸[OP2] High Press(long ball, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,30.018377759089162,"🔹[I2a] Low Build-up(OS, long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,30.068904781523543,"🔸[OP1b] GK Restart(RTriangle, cross 2nd zone)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.76641136928629,"🔹[I1a] GK Restart(OS, spare-man)🚧",0,,,,,,,,,,,,,,,,,,"Short, Spare Man (vMFM)",,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,21.299977172619037,"🔸[OP2] High Press(long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,25.10104032225263,"🔹[I2a] Low Build-up(spare-man, 2nd phase, turnover)🚧",0,,,,,,,,,,,,,,,,,In-Behind,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,42.331991081853175,🔸[OP3b] Mid Block(left pressure)✅,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,16.99124433323186,🔹🔸Offensive transition(poor choice)❌,0,,,,,,,,,,,,,Counter Attack,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,23.03039708154938,🔸[OP4] Low Block(LTriangle)🚧🔎,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.65092274618246,🔹🔸Offensive transition(silly turnover)❌,0,,,,,,,,,,,,,Fast Attack,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.0600294912133,"🔸🔹Defensive Transition(turnover, 1v1)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,21.23358626094796,"🔹[I1a] GK Restart(high block, too long)❌",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,27.783222498871044,31.270035098113564,"🔸[OP4] Low Block(R-LTriangles, mistake, cross)❌🔎",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.42028276269093,"🔹[I1a] GK Restart(OS, spare-man)❌",0,,,,,,,,,,,,,,,,,,"Short, Spare Man (vMFM)",,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,12.260064623269045,"🔸[OP4] Low Block(RTriangle, cross)✅",0,,,,,,,,,,,,,,,,Diagonal Pass,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,18.90013105033904,"🔸[DSP] Defending Throw In(R, long)✅",0,,,,,,,,,,,,"Right, Def 1/3, Long, Right, Def 1/3, Long",,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,7.460044818894858,"🔸[DSP] Defending Throw In(R, long)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,16.460098151219427,🔹[I1a] GK Restart(HBlock)❌,0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,29.665446858233736,"🔸[OP2] High Press(long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,13.600103639455938,🔹[I2a] Low Build-up(long)❌,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.35729614393813,"🔸[OP4] Low Block(RTriangle, cross)✅",0,,,,,,,,,,,,,,,,,,,,,,10,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.960210927810294,🔸[OP2] High Press(spare-man Wilson)❌,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,28.410139303087817,"🔸[OP4] Low Block(turnover, cross)🚧⚠️",0,,,,,,,,,,,,,,,,Diagonal Pass,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,51.95416431099693,"🔸[OP4] Low Block(LTriangle, 3 crosses)✅🔎",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,20.29779347091562,🔸[OP4] Low Block(RTriangle)✅,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,28.06013778686338,🔹🔸Offensive transition(clean press escape)✅,0,,,,,,,,,,,,,Fast Attack,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,23.980171001129293,"🔹[IP4] Attacking Phase(positional play, IB)✅✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,13.090089313006047,🔹[I2a] Low Build-up(long)❌,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.109980797902608,"🔹[OSP] Attacking Throw In(R, MZ)✅🔎",0,,,,,,,,,,,,,,,,,,,,"Right, Mid 1/3",,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,20.07012316156579,"🔹[IP4] Attacking Phase(LSide, cross)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,18.752971578878714,"🔹[OSP] Attacking Throw In(L, long)✅",0,,,,,,,,,,,,,,,,,,,,"Left, Att 1/3, Long",,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,43.19408171551913,"🔸[OP4] Low Block(4-5-1, RTriangle, cross)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.48010242033115,"🔹[I1b] GK Restart(mid-range, IB the winger)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,54.651909529546174,"🔸[OP4] Low Block(4-5-1, LTriangle, cross)❌",0,,,,,,,,,,,,,,Crosses Conceded,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,14.340069491312988,"🔹[I1a] GK Restart(HBlock, inacuracy)❌",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,25.659976245748112,"🔸[OP1b] GK Restart(long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,18.278164910948362,🔸[OP3a] High Block(long)✅,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.524049819630818,"🔸[OP4] Low Block(4-5-1, RTriangle, cross)❌❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,22.040974229640597,"🔹[I1a] GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,13.649955799319741,"🔹[OSP] Attacking Free Kick(2 men, cross)✅✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,38.35303420983837,"🔸[OP1a] GK Restart(long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.319979897959,"🔹[I2a] Low Build-up(long, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,13.556922845153167,"🔹[OSP] Attacking Throw In(R, MZ)❌",0,,,,,,,,,,,,,,,,,,,,"Right, Mid 1/3",,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.976363681391376,"🔸[OP2] High Press(delay in MFM, IB exposed)🚧🔎",0,,,,,,,,,,,,,,,,Diagonal Pass,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,18.380625572822282,🔹[I1a] GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,34.81600909875215,"🔹[OSP] Attacking Throw In(R, long)🚧",0,,,,,,,,,,,,,,,,,,,,"Right, Att 1/3, Long",,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.349983238378627,"🔸[OP3b] Mid Block(4-5-1, MFM into midfield, IB)✅",0,,,,Pass,Indirect,Second Half,"Free kick taken, Indirect",Ladislav Krejcí,Wolverhampton Wanderers,Back,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,11.279538954798227,"🔹[OSP] Attacking Throw In(R, MZ)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,30.43020147745119,🔸[OP3a] High Block(direct play)✅,0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.760142361283215,"🔸[OP4] Low Block(5-4-1, cross)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,16.860090532001777,"🔹[I1a] GK Restart(HBlock, 2nd phase off side)✅",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.750117363181744,🔹[OSP] Attacking Free Kick(inacuracy)❌,0,,,,,,,,,,,,,,,,,,,,,,Review,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,15.476456769039032,🔸[OP1a] GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,Direct (HB),,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,15.294214610357812,"🔹[OSP] Attacking Throw In(L, MZ)❌",0,,,,,,,,,,,,,,,,,,,,"Left, Mid 1/3",,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.499981720521646,🔸[OP1a] GK Restart(HBlock)✅,0,,,,,,,,,,,,,,,Direct (HB),,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,41.55621970666289,🔹[IP4] Attacking Phase(turnover LSide)❌,0,,,,,,,,,,,,,,,,,Pin & Switch,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.539680343349573,"🔸[OP4] Low Block(5-4-1, RTriangle)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.469978364512826,"🔹[I2a] Low Build-up(long, turnover)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,13.988939353920614,"🔸[OP4] Low Block(5-4-1, RTRiangle, cross)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,20.488987342751898,"🔹[I1a] GK Restart(HBlock, long)❌",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,15.508958091032582,🔸🔹Defensive Transition❌❌,0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.492026936442016,"🔹[I1a] GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,Compact Shape: LONG,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,29.558832464462284,"🔹[I1b] GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,17.5,"🔹[OSP] Attacking Throw In(L, MZ)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.46634616182564,"🔸[OP4] Low Block(5-4-1, cross)🚧",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,30.699999999999818,"🔹[I1a] GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,19.45247797777847,"🔸[OP2] High Press(long, 2nd ball)🚧",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,10.819957018140485,"🔸[OP4] Low Block(5-4-1, long, 2nd ball, shot)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,34.65743327877681,"🔸[DSP] Defending Corner(R, 2 phases)✅",0,,,Out-swinger,Pass,,Second Half,"Long ball, Cross, Corner taken, Chipped",Hugo Bueno,Wolverhampton Wanderers,Right,,Right,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,35.04021786282192,🔹🔸Offensive transition✅✅⚽️,0,,,,,,,,,,,,,Counter Attack,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,28.239975009920272,"🔸[OP4] Low Block(5-4-1, direct play)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,48.054289993793645,"🔸[OP4] Low Block(5-4-1, 3 crosses)✅",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,26.127916853513852,"🔹[I1b] GK Restart(HBlock, 2nd ball)❌",0,,,,,,,,,,,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,37.958045333210066,🔸[DSP] Defending Free Kick❌❌,0,,,,Pass,,Second Half,"Free kick taken, Long ball, Launch, Direct",Sam Johnstone,Wolverhampton Wanderers,Center,,,,,,,,,,,,,.
251018_Sunderland_Wolves_ANALYST3ANGLES,0.0,24.997992321352285,🔹🔸Offensive transition✅,0,,,,,,,,,,,,,Counter Attack,,,,,,,,,,.