Timeline,Start time,Duration,Row,Instance number,<flag>.,✅,✅✅,❌❌,🏈,🔸🔹[OT] Counter-attack,🔹🔸[DT] Back in,🔹🔸[DT] Quick regain,🚧,Ungrouped,Notes,Flags
25.11.22 - Fulham FC vs Sunderland,0.0,23.565973171768704,🔸[DSP] Kick-off✅,0,,,,,,,,,,✅,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.422952119445227,"🔹[IP2]Low Build-up(under pressure, IB)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,23.045435710884703,"🔸[OP2]High Press(MFM, IB, block/cover)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.808757476414883,"🔹[IP3b]Progression(IB, inacurate)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,20.569283061540233,"🔸[OP1a]GK Restart(OS, short-1, 2nd phase regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.50082920866882,🔸🔹Offensive transition(RS cross far post)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.8058165826684,"🔸[OP1a]GK Restart(OS, short-1, phase #1: lack of intensity, phase #2 ok)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.400291916996764,"🔸[DSP] Throw-in(L, DZ, 4-4-2?, regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.268789957904858,🔸🔹Offensive transition(lack of composure after the regain)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,9.180064274982215,"🔸[OP3b]Mid Block(RTRiangle, midfieder rolls outside)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.669517594341812,"🔸[OP4]Low Block(silly foul, gift)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.85109879099724,🔸[DSP] Free kick✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.503099310031473,"🔸[OP4]Low Block(diagonal, RTriangle, Box unit variation)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.269942969742317,"🔸[OP4]Low Block(IB, offside)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.130094781129515,"🔹[IP3a]Progression(overload management, poor choice)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.082183624913853,🔸[OP2]High Press(LCB all the way)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.460084419388295,"🔹[IP3b]Progression(around, offside ...)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.85014941800205,"🔸[OP4]Low Block(RTRiangle🚧, Box management✅)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.119207862239364,🔸[OP2]High Press(mid-regain)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.701373875668196,"🔸🔹Offensive transition(counter-attack, quick turnover, 2nd pass)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,36.65921060466951,"🔸[OP2]High Press(10"" all-in, back-in, RTRiangle)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,55.01245344833512,"🔸[OP4]Low Block(RTRiangle, x phases, cross, shot conceded)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.799573457665815,"🔹[IP1b]GK Restart(quick IB, turnover)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,9.511365819402045,🔸[OP4]Low Block(2 runs IB well managed)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.199841374334824,🔹[IP1b]GK Restart(LSide pressing trap)🚧,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,44.79783845700092,"🔹[IP2]Low Build-up(phase #1 around✔️, phase #2 IB)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.998953208336047,"🔸[OP2]High Press(adaptive MFM, high regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,39.41081720833381,"🔹[IP3a]Progression(RTRiangle, IB, quick regain, 1v1 GK)✅✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.113844726097,"🔸[OP2]High Press(triangle, back in shape)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.47573328657063,"🔸[OP4]Low Block(backpass, squeeze the line, diagonal, cheap turnover)❌⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.377294875003145,"🔸[DSP] Corner(R, front post, 2 phases)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,9.532606791332228,"🔸[DSP] Corner(L, far post)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.099243461179867,"🔹[IP3a]Progression(RSide carrying, IB, offside?)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.642700775757476,"🔸[OP1a]GK Restart(HBlock, 2nd ball lost)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,32.60051385684096,"🔸[OP3b]Mid Block(triggers ✔️, IB, 2nd ball regain)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,20.89932120933713,"🔸🔹Offensive transition(around, 2 sloppy passes, turnover)❌",0,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
25.11.22 - Fulham FC vs Sunderland,0.0,8.92006064973316,🔸🔹Offensive transition(retain possession)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.828549235642868,🔸[OP2]High Press(mid-regain)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,20.802402187721782,"🔹[OSP] Corner(L, poor delivery)❌⚠️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.498547000330746,🔹🔸Defensive transition(counter-attack post corner-kick)❌❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,25.007823250001138,"🔹[IP1a]GK Restart(OS, spare-man)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.40852522850014,"🔸[OP1a]GK Restart(OS, short, open the 9, duels lost)❌❌⚠️",0,,,,,,,,,,❌❌,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.432926541666802,"🔸[OP4]Low Block(LTriangle, box unit, 10 men, overportection)❌❌⚠️",0,,,,,,,,,,❌❌,,.
25.11.22 - Fulham FC vs Sunderland,0.0,20.573835958553445,"🔹[IP1b]GK Restart(around, 10 men, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,31.79018001470513,"🔹[OSP] Throw-in(R, DZ, 2nd ball loss)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.823827224195384,"🔸[OP4]Low Block(RTriangle, far-post cross)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.72759567955154,"🔹[IP1a]GK Restart(HBlock, 2nd ball loss)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,46.71696750066667,"🔸[OP2]High Press(tTactically ✔️, duel loss, 2nd-ball not recycled, semi-passive low block)❌🔍",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,12.356653716823985,"🔸[DSP] Corner(L, front-post)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,39.5074787913336,"🔸[OP2]High Press(MFM, long, 1st contact/2nd ball, opportunity block)❌🔍",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,10.0,"🔸[OP4]Low Block(passive, shot conceded)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,39.1837584576665,"🔹[IP1b]GK Restart(around, inside, sloppy 2nd phase)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.417645458333027,"🔸[OP2]High Press(tactically✔️, low duel intensity)❌🔍",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,25.506516867214714,"🔸[DSP] Free kick(L, 2 phases)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,35.017908644843374,"🔹[IP1a]GK Restart(OS, long Front3, 2nd ball regain, stay high?)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,53.86297962499975,🔹[IP3a]Progression(mobility & composure under pressure)✅⭐️,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,12.718337666333355,"🔹🔸Defensive transition(counter-press, foul)✅",0,,,,,,,,,,🔹🔸[DT] Quick regain,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.086836336451142,"🔸[OP4]Low Block(LTriangle, agressiveness✔️)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.433461708666982,"🔸🔹Offensive transition(IB, not solid enough)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.92351985606456,"🔸[OP3b]Mid Block(RTRiangle, midfieder rolls outside)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,23.977227394622787,🔸[OP4]Low Block(shot from long distance)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.93352887466699,"🔹[IP1a]GK Restart(OS, spare-man, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.247681015677244,"🔹[IP3a]Progression(long into RTriangle, combination play, shot)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,23.72979333333342,"🔸[OP1b]GK Restart(MFM, force the error)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.444647185888698,🔸[DSP] Throw-in(setup to provoke a backpass?)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.06094650841669,🔸[OP3b]Mid Block(wrong pressing triggers)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.5089471673341,"🔸[OP4]Low Block(RTriangle, cross management)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,29.294657249667125,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.629714976624655,"🔹[OSP] Throw-in(R, MZ, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,7.659837969184082,"🔹[OSP] Throw-in(R, MZ, go again)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.762498720653184,"🔹[OSP] Throw-in(R, MZ, no specific setup, 2nd ball game)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,10.48007497736171,"🔸[OP3b]Mid Block(good trigger, force left side)✅💡",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.19014723450391,"🔸[OP2]High Press(intensity, clean mark switches, full-alert to the end)❌⚠️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,58.9930157079998,"🔹[IP2]Low Build-up(1st phase clean✔️, 2nd phase?)🚧❓",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.610128629959945,🔹🔸Defensive transition(counter-attack)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.044609232611037,"🔹[IP1a]GK Restart(HBlock, 2nd phase offside)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,29.699558709001394,"🔸[OP2]High Press(MFM, high regqin)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.8250450355481,"🔹[IP4]Attacking Phase(LTriangle, IB)🚧💡",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.109656209669083,"🔸[OP1a]GK Restart(HBlock, 2nd ball, break the counter-press)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.811396319785672,🔹[IP4]Attacking Phase(RTriangle)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,10.806384417003756,"🔹[OSP] Corner(R, far post, refereeing??)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.920118580977487,🔹[OSP] Kick-off✅✅,0,,,,,,,,,,✅✅,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.20631862533537,"🔸[OP1a]GK Restart(OS, short LSide)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.70030433333204,"🔸[OP2]High Press(MFM, despite 3 sloppy defensive interventions)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.000435541334355,"🔹[IP4]Attacking Phase(Played along their press, IB)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.299800165330907,"🔸[OP2]High Press(long, block)✅",0,,,,,,,,,,🔹🔸[DT] Back in,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.789636976330712,"🔹[OSP] Throw-in(R, MZ, no setup/patterns, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.980288846787516,"🔹[IP2]Low Build-up(long beyond, 2nd ball regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,15.27824791666535,🔹[IP3a]Progression(played along their press)❌🔍,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.031166894267244,"🔹[OSP] Throw-in(R, MZ, no setup/patterns, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.4685360830008,🔹🔸Defensive transition(RTriangle)✅,0,,,,,,,,,,🔹🔸[DT] Back in,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.600088396045066,🔹[IP4]Attacking Phase(sloppy)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,32.4712048336678,"🔸[DSP] Throw-in(R, HZ, 4-4-2 compact?)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,30.808738646327583,"🔸[DSP] Corner(R, front post, 2nd phase)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,14.320054557263575,"🔸[DSP] Corner(R, far post)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.817756391043986,"🔹[IP1a]GK Restart(OS, long, 2nd ball)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,6.823945861802713,"🔹[OSP] Throw-in(L, MZ)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,12.940087788058918,"🔹[IP3b]Progression(RTriangle, static)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,9.629134838962273,"🔹[OSP] Throw-in(R, MZ)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.940222888887547,"🔹[OSP] Throw-in(R, HZ)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,34.0,"🔸[OP2]High Press(Long, low duel intensity, efficient 2nd phase)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,39.92830861560287,"🔹[IP3a-b]Progression(sloppy, hesitant, static)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,57.46595414771855,"🔹[IP3a]Progression(pPositional variation, inaccurate switch pass)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,31.967796958332656,"🔸[OP2]High Press(MFM, long, poor 2nd ball management)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,36.69476604200008,🔹[IP4]Attacking Phase(RTRiangle)✅⭐️,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.084715287835024,"🔹[OSP] Corner(R, 2-men, poor delivery)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,22.5,"🔸[OP3b]Mid Block(pressing triggers, proactivity)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,12.738613816773068,"🔹[OSP] Throw-in(L, MZ)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.51073737980187,"🔹[IP3a]Progression(positional play, mobility)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,54.793553573892495,"🔹[IP4]Attacking Phase(LSIde, 2 crosses)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,30.628390541666704,"🔹[IP3a]Progression(under pressure, on the edge)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.311958054673596,"🔹[OSP] Throw-in(L, MZ)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.016624458333354,"🔹🔸Defensive transition(counter-attack, intensity)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.335531335962514,"🔸[DSP] Corner(L, 2 phases)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,12.900065537555747,"🔹[IP1a]GK Restart(OS, long, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.629562252656797,"🔸[OP3b]Mid Block(Through, short pass IB)❌❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,23.55894155829901,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.297186627260999,"🔹[OSP] Free kick(Splitted structures, on the edge)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.615399875333424,"🔸[OP1a]GK Restart(OS, short)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,51.00634016633376,🔹[IP3a]Progression(spare man)✅⭐️,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.278495037803623,"🔹[OSP] Corner(L, far post)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,23.08344487433351,🔹🔸Defensive transition(counter-attack)❌,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,14.344518225715547,🔸[OP4]Low Block(RTRiangle)✅,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,31.18508498281608,"🔹[IP1b]GK Restart(spare man, under pressure, mid turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.912963358870911,"🔸[OP4]Low Block(LTriangle, cross management)❌❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.99400136292934,"🔹[IP1a]GK Restart(HBlock, 2nd ball)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.22683070900075,🔹[IP3a]Progression(IB)🚧,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.577043482911904,"🔸[OP2]High Press(MFM, mid regain)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,24.768168958332353,🔹[IP3a]Progression(poor press management)❌🔍,0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,13.573724808826228,"🔸[OP3b]Mid Block(pressing triggers, mid regain)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.886629449118118,"🔸[OP4]Low Block(RTRiangle, 1v1, cross)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,16.316917979514074,"🔹[IP1a]GK Restart(HBlock, 2nd ball loss)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.02016582431679,"🔸[OP4]Low Block(RTRiangle, x2)❌❌🔍",0,,,,,,,,,,❌❌,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.636758696789002,"🔹[OSP] Throw-in(L, DZ, no patterns, turnover)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.099875498124675,"🔸🔹Offensive transition(counter-attack, turnover)❌",0,,,,,,,,,,🔸🔹[OT] Counter-attack,,.
25.11.22 - Fulham FC vs Sunderland,0.0,18.63346854133306,"🔸[OP2]High Press(long, regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,38.80047220190227,"🔹[IP1b]GK Restart(around, IB)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,28.798972666332702,"🔹[IP4]Attacking Phase(through, poor choice)❌🔍",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,14.514340179057399,"🔸[OP3b]Mid Block(LTriangle, IB, cross)❌❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,14.534170540999185,"🔸[DSP] Corner(R, 1st contact)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,10.509967083333322,"🔹[IP1a]GK Restart(HBlock, inacurate delivery)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,28.415514332086786,"🔹[IP2]Low Build-up(around, IB)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,33.08418504199926,"🔸[OP4]Low Block(RTRiangle, marking issue)❌❌🏈",0,,,,,,,,,,🏈,,.
25.11.22 - Fulham FC vs Sunderland,0.0,30.26800000000003,🔹[OSP] Kick-off🚧,0,,,,,,,,,,🚧,,.
25.11.22 - Fulham FC vs Sunderland,0.0,25.766792667334812,"🔹[OSP] Throw-in(R, HZ)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,17.41673622169492,"🔹[IP4]Attacking Phase(RTRiangle✔️, cross)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.233897542000705,"🔹🔸Defensive transition(counter-attack, cross)❌❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,55.97578735153638,"🔸[OP3b]Mid Block(triggers✔️, low duel intensity)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,11.227424402522047,"🔹[OSP] Throw-in(L, DZ)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,47.13368879133304,"🔸[OP1b]GK Restart(long, poor 2nd ball management)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,27.287411165003505,"🔸[OP4]Low Block(RTriangle, passivity)❌",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,19.226564874999895,"🔸[OP2]High Press(long, 1st contact, 2nd ball)✅⭐️",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,26.98019071989438,"🔸[OP1a]GK Restart(HBlock, regain)✅",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,15.160085956908915,"🔹[OSP] Throw-in(R, HZ, 2-men, poor cross)🚧",0,,,,,,,,,,,,.
25.11.22 - Fulham FC vs Sunderland,0.0,21.48988576118427,"🔹[OSP] Throw-in(R, MZ, no pattern)❌",0,,,,,,,,,,,,.